flagA,flagB,flagC,flagD,ssimAverage,ssim0,ssim1,ssim2,ssim3,ssim4,ssim5,ssim6,ssim7,ssim8,ssim9,ssim10,ssim11,ssim12,ssim13,ssim14,ssim15,ssim16,ssim17,ssim18,ssim19,ssim20,ssim21,ssim22,ssim23,
2340,11268,2772,4914,0.820489,0.69518,0.839604,0.87317,0.855461,0.763844,0.773915,0.878274,0.752319,0.87252,0.877804,0.799539,0.856559,0.668654,0.782007,0.866923,0.820763,0.878045,0.791084,0.808363,0.874338,0.832514,0.812611,0.916346,0.801892,
2340,75,2772,4914,0.820487,0.697446,0.843233,0.874393,0.856968,0.775731,0.772227,0.880978,0.743042,0.869657,0.872443,0.797555,0.854813,0.667295,0.781645,0.867657,0.820131,0.879458,0.793417,0.807862,0.870609,0.832675,0.813694,0.918584,0.800184,
2340,8259,2772,4914,0.820484,0.695919,0.844522,0.873484,0.859539,0.778651,0.769391,0.8804,0.744547,0.868782,0.871172,0.796352,0.855014,0.666522,0.779963,0.869389,0.816546,0.881306,0.795061,0.804544,0.871442,0.831073,0.81597,0.920876,0.801163,
2340,1732,2772,4914,0.820472,0.697859,0.83467,0.888364,0.860525,0.801763,0.752964,0.908198,0.720651,0.873183,0.871443,0.787034,0.851869,0.657779,0.789659,0.861206,0.803183,0.886833,0.79736,0.805497,0.874245,0.824433,0.814448,0.924296,0.803866,
2340,78,2772,4914,0.820471,0.703112,0.84235,0.871736,0.85456,0.75881,0.772641,0.879193,0.756522,0.873509,0.876101,0.800986,0.855997,0.665568,0.776316,0.867549,0.821032,0.876542,0.79123,0.810422,0.86851,0.832177,0.816046,0.917499,0.802889,
2340,2258,2772,4914,0.820465,0.69486,0.833793,0.888822,0.861001,0.800669,0.748228,0.910421,0.722383,0.872352,0.870478,0.786158,0.850608,0.653767,0.788898,0.868009,0.800541,0.889928,0.798248,0.811783,0.870776,0.824073,0.815168,0.925471,0.804729,
2340,643,2772,4914,0.82046,0.696378,0.834452,0.886812,0.858147,0.803981,0.754939,0.904519,0.720089,0.873094,0.873066,0.787144,0.851487,0.662312,0.791185,0.859955,0.804068,0.884706,0.797559,0.806787,0.876609,0.826845,0.813062,0.920837,0.803007,
2340,10306,2772,4914,0.820447,0.696871,0.841977,0.87155,0.857782,0.768529,0.770861,0.880845,0.751051,0.870564,0.873382,0.7986,0.856964,0.666603,0.777604,0.870143,0.815944,0.880364,0.793574,0.805732,0.872284,0.8308,0.816931,0.919902,0.801871,
2340,1054,2772,4914,0.820429,0.692484,0.833037,0.887044,0.860463,0.802768,0.749772,0.9158,0.720168,0.871722,0.870075,0.786,0.851137,0.654893,0.790637,0.867483,0.80063,0.890625,0.797505,0.809113,0.872088,0.825909,0.813952,0.924658,0.80232,
2340,93,2772,4914,0.820426,0.692275,0.831422,0.889248,0.859423,0.804868,0.75112,0.919054,0.716125,0.872454,0.869942,0.786165,0.852579,0.654842,0.79222,0.866144,0.802847,0.890667,0.795335,0.808756,0.872464,0.826349,0.811331,0.924651,0.799945,
2340,4229,2772,4914,0.820402,0.697136,0.843005,0.872184,0.857366,0.769914,0.770223,0.880921,0.75034,0.869735,0.873229,0.798301,0.856138,0.666259,0.778908,0.868714,0.818094,0.880548,0.794232,0.803944,0.870739,0.83069,0.817038,0.919535,0.80246,
2340,13888,2772,4914,0.820396,0.690642,0.831217,0.889183,0.862159,0.8082,0.748013,0.917773,0.717918,0.872744,0.872692,0.783243,0.8487,0.656726,0.791531,0.862237,0.798796,0.890788,0.798551,0.804164,0.875363,0.82359,0.814136,0.926859,0.804281,
2340,2061,2772,4914,0.820371,0.695265,0.840453,0.874012,0.855324,0.76451,0.77286,0.877923,0.751194,0.871193,0.876887,0.799428,0.855527,0.66654,0.783284,0.867398,0.823307,0.878997,0.79133,0.808437,0.871287,0.83284,0.812633,0.91635,0.801925,
