flagA,flagB,flagC,flagD,ssimAverage,ssim0,ssim1,ssim2,ssim3,ssim4,ssim5,ssim6,ssim7,ssim8,ssim9,ssim10,ssim11,ssim12,ssim13,ssim14,ssim15,ssim16,ssim17,ssim18,ssim19,ssim20,ssim21,ssim22,ssim23,
2340,529,2772,4914,0.859394,0.750118,0.868792,0.913076,0.893099,0.861103,0.796645,0.945439,0.77846,0.904866,0.906737,0.830995,0.881093,0.710045,0.842515,0.888615,0.839602,0.920744,0.841652,0.846251,0.899817,0.861085,0.851717,0.945961,0.84704,
2336,529,2772,4914,0.859391,0.750828,0.869701,0.913541,0.893206,0.860237,0.796964,0.944621,0.777882,0.904919,0.906195,0.831249,0.881359,0.709952,0.842372,0.888343,0.84062,0.920699,0.841237,0.846575,0.899777,0.860963,0.851709,0.945838,0.846592,
292,529,2772,4914,0.859369,0.750794,0.869635,0.913568,0.893081,0.860139,0.796911,0.944628,0.777997,0.904722,0.906164,0.831304,0.881445,0.709993,0.842139,0.888507,0.840399,0.920485,0.841183,0.846607,0.89993,0.860905,0.851701,0.945877,0.846737,
2400,529,2772,4914,0.859299,0.750165,0.869154,0.913368,0.893162,0.860535,0.796567,0.944875,0.777895,0.904821,0.906379,0.830995,0.881261,0.709524,0.842392,0.888523,0.840365,0.92072,0.841443,0.846259,0.899684,0.860756,0.851676,0.945846,0.846808,
288,529,2772,4914,0.859288,0.75125,0.870352,0.913952,0.893139,0.859304,0.797054,0.94386,0.777335,0.904688,0.905568,0.831408,0.881613,0.709776,0.841965,0.888194,0.841253,0.920465,0.840739,0.846818,0.899857,0.860718,0.851608,0.94578,0.846219,
8480,529,2772,4914,0.859247,0.750642,0.869915,0.913543,0.89314,0.859831,0.796742,0.944238,0.777615,0.904685,0.906037,0.831104,0.881335,0.709585,0.842122,0.888309,0.840675,0.920608,0.840987,0.846545,0.89973,0.860886,0.851484,0.945786,0.846382,
352,529,2772,4914,0.859239,0.750726,0.869876,0.91381,0.893129,0.859599,0.796731,0.944079,0.777399,0.904614,0.905783,0.831247,0.88156,0.709475,0.842007,0.888422,0.841075,0.920469,0.840954,0.846543,0.899791,0.860565,0.851624,0.945806,0.846456,
1312,529,2772,4914,0.85921,0.751002,0.869943,0.913378,0.893196,0.859799,0.796837,0.944076,0.777642,0.904606,0.905555,0.831196,0.881471,0.709446,0.84195,0.888294,0.84063,0.920565,0.840992,0.846404,0.899589,0.860652,0.851687,0.945804,0.846321,
420,529,2772,4914,0.859204,0.750058,0.869002,0.91329,0.893062,0.860348,0.796299,0.944837,0.77782,0.904671,0.90641,0.830987,0.881248,0.709424,0.842143,0.888497,0.840065,0.920483,0.841342,0.846331,0.899655,0.860729,0.851508,0.945837,0.846848,
8484,529,2772,4914,0.859184,0.749929,0.869054,0.913043,0.892951,0.860519,0.79641,0.944922,0.778021,0.904581,0.906475,0.830851,0.881026,0.709631,0.842188,0.888456,0.839679,0.920521,0.841282,0.846218,0.899688,0.860969,0.851463,0.94578,0.846761,
416,529,2772,4914,0.859175,0.750664,0.869836,0.913726,0.893177,0.859515,0.796533,0.944044,0.77722,0.904678,0.905831,0.83116,0.881421,0.709291,0.841972,0.888249,0.840975,0.920503,0.840976,0.846628,0.899595,0.860589,0.85149,0.945745,0.846384,
296,529,2772,4914,0.859173,0.75086,0.869883,0.913369,0.89311,0.859662,0.796919,0.943959,0.777499,0.904572,0.905561,0.831168,0.881438,0.70953,0.84192,0.888299,0.840648,0.920437,0.841002,0.846413,0.899722,0.860607,0.851582,0.945724,0.846272,
3360,529,2772,4914,0.859173,0.750382,0.869179,0.91286,0.89315,0.860559,0.796529,0.94472,0.777955,0.904748,0.906061,0.830876,0.881117,0.709375,0.842191,0.888352,0.839804,0.920698,0.841381,0.845997,0.899405,0.860732,0.85166,0.945834,0.846587,
4388,529,2772,4914,0.85913,0.750162,0.869202,0.912926,0.892993,0.860484,0.796429,0.944995,0.777478,0.904621,0.906021,0.830832,0.880924,0.70967,0.842195,0.888089,0.839609,0.920501,0.841197,0.846222,0.899622,0.860903,0.851636,0.94581,0.846603,
289,529,2772,4914,0.859126,0.750517,0.86977,0.913488,0.893012,0.859666,0.796542,0.944131,0.777421,0.904542,0.906021,0.831052,0.881205,0.709617,0.841869,0.888012,0.840356,0.920376,0.840966,0.846456,0.899827,0.860751,0.85139,0.945696,0.846338,
2338,529,2772,4914,0.859124,0.75009,0.869251,0.912945,0.892995,0.860534,0.796462,0.944921,0.777273,0.904639,0.905941,0.830779,0.88093,0.709672,0.842208,0.888193,0.839653,0.920521,0.841253,0.846322,0.899586,0.860914,0.851663,0.945765,0.846467,
10528,529,2772,4914,0.859124,0.749778,0.869089,0.912978,0.893062,0.860494,0.796289,0.944766,0.777785,0.904733,0.906503,0.830639,0.880843,0.709442,0.842226,0.888324,0.839723,0.920662,0.841359,0.846088,0.899482,0.860875,0.851455,0.945771,0.846595,
4384,529,2772,4914,0.859123,0.7508,0.870047,0.913407,0.893131,0.859667,0.796741,0.944206,0.776891,0.904631,0.905493,0.831057,0.881186,0.709564,0.842055,0.887866,0.840576,0.920481,0.840827,0.846519,0.899578,0.860788,0.851598,0.945731,0.846112,
356,529,2772,4914,0.859111,0.749927,0.868939,0.913306,0.892857,0.860222,0.796492,0.94463,0.777566,0.904387,0.906111,0.830927,0.881278,0.709527,0.842053,0.888492,0.840083,0.920272,0.841186,0.846122,0.89972,0.860622,0.851524,0.945708,0.846712,
300,529,2772,4914,0.859109,0.750189,0.869013,0.912882,0.892941,0.860353,0.796521,0.944617,0.777937,0.904468,0.906013,0.8309,0.881194,0.709487,0.841927,0.888475,0.839633,0.920328,0.841324,0.84603,0.899734,0.860641,0.851548,0.945792,0.846667,
480,529,2772,4914,0.859099,0.750051,0.869317,0.913568,0.893146,0.85981,0.796181,0.944287,0.777242,0.904572,0.906037,0.83095,0.881373,0.708899,0.842011,0.888447,0.840788,0.920498,0.841158,0.846306,0.899502,0.8604,0.851467,0.945758,0.846601,
1316,529,2772,4914,0.859095,0.750214,0.869019,0.91286,0.892916,0.860456,0.796525,0.944692,0.77786,0.904396,0.905923,0.830888,0.881176,0.709496,0.842056,0.888389,0.839618,0.920389,0.841248,0.845976,0.899538,0.860741,0.851597,0.945722,0.846585,
290,529,2772,4914,0.85909,0.750701,0.869991,0.913413,0.89299,0.859618,0.796711,0.944142,0.776828,0.904445,0.90539,0.831079,0.881287,0.709623,0.841874,0.888064,0.8404,0.920295,0.840801,0.846597,0.899723,0.860724,0.851611,0.945723,0.846136,
2337,529,2772,4914,0.859085,0.749844,0.868993,0.912948,0.892936,0.860452,0.796218,0.944805,0.777737,0.904665,0.906489,0.830717,0.880815,0.709638,0.842148,0.887968,0.839572,0.920508,0.84134,0.846103,0.899641,0.860898,0.851385,0.945662,0.846566,
8544,529,2772,4914,0.859084,0.749976,0.869386,0.913335,0.893032,0.85994,0.796335,0.944333,0.777479,0.904522,0.906101,0.830823,0.881211,0.709137,0.842056,0.88837,0.840425,0.920488,0.841075,0.846209,0.899551,0.860657,0.851409,0.945696,0.846479,
8608,529,2772,4914,0.859084,0.749958,0.869365,0.913257,0.893161,0.860007,0.796163,0.944418,0.777445,0.904653,0.906289,0.830771,0.881102,0.708967,0.842071,0.888297,0.840347,0.920619,0.841158,0.846276,0.899414,0.860724,0.85133,0.945736,0.846478,
2344,529,2772,4914,0.859081,0.75011,0.869087,0.912788,0.892956,0.860439,0.796654,0.944587,0.777667,0.904617,0.905963,0.830762,0.881036,0.709528,0.842161,0.888176,0.839892,0.920488,0.841328,0.84592,0.899499,0.860757,0.851508,0.945609,0.846406,
2464,529,2772,4914,0.859072,0.749911,0.869029,0.913198,0.892998,0.860271,0.79636,0.944595,0.777276,0.90471,0.90624,0.830747,0.881025,0.709298,0.842248,0.888122,0.840264,0.920511,0.841249,0.846092,0.89935,0.860747,0.851425,0.945607,0.846466,
8488,529,2772,4914,0.859067,0.750119,0.869409,0.91288,0.893094,0.860137,0.796452,0.944357,0.777712,0.904529,0.906001,0.830776,0.881083,0.709197,0.842002,0.888325,0.839994,0.920541,0.841151,0.846078,0.89957,0.860714,0.851402,0.945723,0.846373,
360,529,2772,4914,0.859058,0.750159,0.869344,0.91319,0.893051,0.859924,0.796501,0.944171,0.777475,0.904433,0.905709,0.8309,0.881339,0.709082,0.841912,0.888444,0.840385,0.920415,0.841182,0.846071,0.899623,0.860383,0.851522,0.945732,0.846442,
2404,529,2772,4914,0.859052,0.749057,0.868014,0.912755,0.892831,0.861144,0.796134,0.945467,0.777894,0.90448,0.906662,0.830489,0.880837,0.709386,0.842355,0.888541,0.839207,0.920469,0.841522,0.845651,0.899553,0.860743,0.851389,0.945769,0.846894,
1320,529,2772,4914,0.859036,0.750543,0.869422,0.912725,0.893122,0.860099,0.796608,0.944163,0.7778,0.904468,0.905492,0.830858,0.881258,0.709057,0.841865,0.888319,0.839972,0.920505,0.841152,0.845925,0.899411,0.860487,0.851569,0.945753,0.846287,
1440,529,2772,4914,0.859031,0.750292,0.869345,0.913114,0.893175,0.85997,0.796223,0.944237,0.77743,0.904563,0.905777,0.830852,0.881254,0.7088,0.841899,0.888294,0.840298,0.920578,0.841135,0.846136,0.899265,0.860449,0.851481,0.945763,0.846418,
4448,529,2772,4914,0.859026,0.750186,0.869539,0.913222,0.893067,0.859906,0.79635,0.944417,0.776898,0.904555,0.905683,0.830809,0.881074,0.709169,0.842074,0.888021,0.840357,0.920468,0.840984,0.84621,0.899473,0.860569,0.85157,0.945714,0.846309,
353,529,2772,4914,0.859023,0.749897,0.869225,0.913297,0.892981,0.859915,0.796127,0.944344,0.777455,0.904424,0.906209,0.830807,0.881106,0.709162,0.841853,0.888187,0.840111,0.920366,0.84111,0.846139,0.899744,0.860536,0.85133,0.945709,0.846517,
8481,529,2772,4914,0.859015,0.749761,0.869277,0.913007,0.892984,0.86012,0.796047,0.944523,0.77767,0.904497,0.906469,0.830632,0.88085,0.709252,0.841947,0.888046,0.839672,0.920515,0.841126,0.846149,0.899664,0.860848,0.851187,0.94571,0.846419,
1313,529,2772,4914,0.85899,0.750157,0.869304,0.912844,0.893007,0.860086,0.796158,0.944361,0.777725,0.904435,0.905986,0.830746,0.881021,0.709133,0.841815,0.888063,0.83965,0.920472,0.841118,0.846006,0.899555,0.860652,0.851372,0.945729,0.846352,
354,529,2772,4914,0.858988,0.750054,0.869423,0.913247,0.892919,0.85989,0.79632,0.944344,0.77682,0.904313,0.905574,0.83083,0.8812,0.709201,0.841893,0.888241,0.840147,0.92026,0.840971,0.846313,0.899613,0.860521,0.851584,0.945714,0.846323,
2468,529,2772,4914,0.858984,0.749038,0.867964,0.912643,0.892846,0.861065,0.79591,0.945419,0.777727,0.904563,0.906735,0.830427,0.880698,0.709208,0.842328,0.888319,0.839136,0.920477,0.841522,0.84568,0.899334,0.860764,0.851293,0.945733,0.846797,
1376,529,2772,4914,0.858982,0.75027,0.869332,0.913125,0.892977,0.859856,0.79644,0.944059,0.777306,0.904349,0.90554,0.830864,0.881308,0.708979,0.841883,0.888287,0.840408,0.92037,0.840988,0.845964,0.899368,0.860396,0.851516,0.945661,0.846329,
293,529,2772,4914,0.85898,0.749627,0.868825,0.912951,0.892804,0.860274,0.795991,0.944661,0.777733,0.904364,0.90644,0.830689,0.880808,0.709492,0.841784,0.888199,0.839197,0.920218,0.841238,0.846056,0.899757,0.860687,0.8513,0.945738,0.846681,
8482,529,2772,4914,0.858972,0.749911,0.869457,0.912943,0.892933,0.860091,0.796221,0.944534,0.776967,0.904384,0.905839,0.830668,0.880919,0.709298,0.84194,0.888136,0.839701,0.920434,0.840955,0.846262,0.899559,0.860832,0.851417,0.945712,0.846216,
6432,529,2772,4914,0.858964,0.749949,0.869187,0.912812,0.892984,0.860317,0.796224,0.944685,0.77698,0.904671,0.905897,0.830536,0.880635,0.709424,0.842118,0.887847,0.839582,0.92051,0.841157,0.846036,0.89932,0.860725,0.851535,0.945675,0.846327,
2402,529,2772,4914,0.858961,0.749285,0.868608,0.912699,0.89292,0.860762,0.795967,0.945146,0.777241,0.904488,0.906106,0.830461,0.880788,0.709108,0.842158,0.888296,0.839294,0.920491,0.84136,0.845911,0.89945,0.860636,0.851549,0.945755,0.846591,
4512,529,2772,4914,0.858956,0.750117,0.86948,0.913105,0.893094,0.859843,0.796182,0.944375,0.776691,0.904598,0.905744,0.83072,0.880932,0.708959,0.842034,0.88784,0.840279,0.920493,0.841009,0.846239,0.89929,0.860622,0.851427,0.945639,0.84624,
9504,529,2772,4914,0.858955,0.750192,0.869406,0.912813,0.892994,0.859933,0.796319,0.944114,0.777604,0.904464,0.905799,0.830741,0.881051,0.708964,0.841853,0.888179,0.839905,0.920432,0.841001,0.845965,0.899315,0.860613,0.851379,0.945642,0.84625,
1314,529,2772,4914,0.858951,0.750342,0.869497,0.912785,0.893005,0.860054,0.796352,0.944371,0.777091,0.904356,0.905347,0.830764,0.881087,0.709144,0.841815,0.888122,0.839668,0.920373,0.840963,0.846152,0.899409,0.860608,0.851629,0.945718,0.84617,
8612,529,2772,4914,0.858948,0.749081,0.868352,0.912715,0.892907,0.860633,0.79573,0.945141,0.777777,0.904481,0.906687,0.83042,0.880759,0.708862,0.842101,0.888398,0.839245,0.920474,0.84136,0.845889,0.899323,0.860738,0.851174,0.945753,0.846753,
4392,529,2772,4914,0.858944,0.750318,0.869532,0.912758,0.893032,0.860005,0.796458,0.944322,0.776977,0.904474,0.905453,0.830715,0.88093,0.709203,0.841935,0.887848,0.839904,0.920426,0.841013,0.84604,0.899417,0.860609,0.8515,0.945646,0.846138,
10532,529,2772,4914,0.858933,0.748773,0.867993,0.912389,0.892793,0.861131,0.795687,0.945469,0.778062,0.904494,0.906866,0.830154,0.8804,0.709307,0.842195,0.888391,0.838487,0.920535,0.841518,0.845609,0.899411,0.860817,0.851273,0.945789,0.846849,
2528,529,2772,4914,0.85893,0.749153,0.868365,0.912997,0.892957,0.860502,0.79592,0.944857,0.777231,0.904564,0.906412,0.830453,0.880923,0.708718,0.842229,0.888234,0.840015,0.920511,0.84136,0.845727,0.899194,0.860508,0.85129,0.945624,0.846575,
3364,529,2772,4914,0.85893,0.749291,0.868034,0.912201,0.89283,0.861202,0.795999,0.945379,0.778012,0.904394,0.906363,0.830365,0.880656,0.709226,0.842137,0.888358,0.83859,0.920498,0.841489,0.845394,0.899291,0.860713,0.851427,0.945754,0.846715,
418,529,2772,4914,0.858922,0.749987,0.869396,0.913139,0.892964,0.859793,0.796095,0.944316,0.776656,0.904406,0.905629,0.830759,0.881055,0.709029,0.841826,0.88805,0.840077,0.920289,0.840959,0.846372,0.899431,0.860565,0.851437,0.945657,0.846232,
5408,529,2772,4914,0.858918,0.750413,0.86957,0.912725,0.893052,0.859972,0.796316,0.944262,0.777,0.904496,0.905381,0.830715,0.88093,0.709006,0.841892,0.887862,0.839815,0.920466,0.840963,0.846016,0.899233,0.860554,0.851579,0.945693,0.846132,
2401,529,2772,4914,0.858914,0.749046,0.868345,0.912725,0.892865,0.860666,0.795722,0.94503,0.777695,0.904501,0.906671,0.830326,0.880664,0.709054,0.842086,0.888086,0.839227,0.920458,0.841403,0.845672,0.899494,0.860612,0.851258,0.94566,0.846672,
294,529,2772,4914,0.858912,0.749807,0.869014,0.912858,0.892734,0.860186,0.796107,0.944623,0.777084,0.904242,0.905759,0.830659,0.880892,0.709508,0.841775,0.888279,0.839195,0.920059,0.841026,0.846174,0.899627,0.860616,0.851517,0.945712,0.846443,
2348,529,2772,4914,0.858901,0.749165,0.868,0.912195,0.892758,0.861081,0.796088,0.945264,0.77789,0.90438,0.906369,0.830313,0.88066,0.709302,0.842088,0.888358,0.838652,0.920361,0.841506,0.845407,0.899443,0.860672,0.851325,0.945696,0.846638,
2408,529,2772,4914,0.858899,0.749283,0.868413,0.912557,0.892888,0.860647,0.796173,0.944807,0.777534,0.904433,0.906076,0.830402,0.880867,0.708944,0.84211,0.888269,0.839579,0.920438,0.8414,0.845486,0.899352,0.860449,0.85137,0.945619,0.846475,
4516,529,2772,4914,0.858895,0.749321,0.868507,0.912594,0.892938,0.860631,0.795743,0.945182,0.7772,0.904511,0.906229,0.830415,0.880648,0.70889,0.8421,0.888017,0.839187,0.920442,0.841318,0.845887,0.899281,0.860684,0.851362,0.94575,0.846647,
417,529,2772,4914,0.858894,0.749772,0.869166,0.91316,0.892942,0.859705,0.795926,0.944204,0.77711,0.904458,0.906157,0.83067,0.880927,0.708976,0.841781,0.887877,0.840026,0.920257,0.841058,0.846182,0.899498,0.860567,0.851155,0.945537,0.846356,
484,529,2772,4914,0.85889,0.749096,0.868242,0.913002,0.892801,0.860392,0.795862,0.944872,0.777284,0.904279,0.906343,0.830554,0.881006,0.708733,0.842001,0.888414,0.839755,0.920221,0.841271,0.84578,0.899355,0.860436,0.851242,0.945676,0.846735,
4385,529,2772,4914,0.858881,0.749903,0.869391,0.912857,0.892942,0.859953,0.796041,0.944481,0.776854,0.904446,0.905909,0.830548,0.880685,0.709249,0.841888,0.88758,0.839606,0.920398,0.840964,0.846085,0.899538,0.860759,0.85129,0.945623,0.846154,
10592,529,2772,4914,0.858881,0.748962,0.868395,0.912712,0.892902,0.860571,0.795788,0.944891,0.777576,0.904495,0.906519,0.830262,0.880639,0.70883,0.842105,0.888332,0.839362,0.9205,0.841356,0.845632,0.899241,0.860543,0.851255,0.94567,0.846603,
8672,529,2772,4914,0.85888,0.74921,0.868736,0.913021,0.893005,0.860093,0.795718,0.944546,0.777261,0.904438,0.906319,0.830459,0.880963,0.708412,0.84199,0.888324,0.840109,0.920462,0.841187,0.845901,0.899196,0.860432,0.851173,0.94565,0.846517,
424,529,2772,4914,0.858879,0.750043,0.86926,0.913005,0.892942,0.859663,0.796328,0.943922,0.777009,0.904391,0.905616,0.830742,0.881155,0.708877,0.841785,0.888084,0.840334,0.920225,0.841008,0.846016,0.899313,0.860397,0.851287,0.94551,0.846191,
4386,529,2772,4914,0.858867,0.750121,0.869627,0.912808,0.892919,0.859954,0.796222,0.944516,0.77631,0.904372,0.905261,0.830608,0.880765,0.709255,0.841912,0.887668,0.839634,0.920347,0.840817,0.846283,0.899401,0.860743,0.851578,0.945664,0.846018,
3424,529,2772,4914,0.85886,0.749443,0.868439,0.912544,0.892908,0.860568,0.796076,0.944724,0.777525,0.904416,0.905985,0.8304,0.880902,0.708728,0.842037,0.888255,0.839488,0.920429,0.841297,0.845448,0.899112,0.860411,0.851395,0.945654,0.84646,
12576,529,2772,4914,0.858854,0.749851,0.869458,0.912848,0.892971,0.859866,0.796082,0.944304,0.77679,0.904459,0.905812,0.830469,0.880683,0.709044,0.841901,0.887825,0.839725,0.920401,0.8409,0.846053,0.899306,0.860679,0.851325,0.945629,0.846104,
6436,529,2772,4914,0.858843,0.748987,0.868119,0.91222,0.892801,0.861076,0.79567,0.945502,0.777421,0.904491,0.906365,0.830112,0.88025,0.709266,0.842126,0.888033,0.838364,0.920477,0.84143,0.845602,0.899334,0.860714,0.851416,0.94578,0.846686,
1444,529,2772,4914,0.858839,0.749303,0.868273,0.912508,0.892863,0.860581,0.795847,0.944891,0.77757,0.904285,0.906097,0.830438,0.880887,0.708698,0.841942,0.888312,0.839228,0.920343,0.841261,0.845609,0.899151,0.860504,0.85129,0.945687,0.846566,
8492,529,2772,4914,0.858838,0.749201,0.868378,0.912297,0.892765,0.860613,0.795874,0.944916,0.777895,0.904286,0.906272,0.830288,0.880701,0.708937,0.841875,0.888393,0.838788,0.920276,0.841263,0.845577,0.899414,0.86062,0.851221,0.945693,0.846566,
298,529,2772,4914,0.858838,0.75016,0.869433,0.912738,0.892862,0.859781,0.79633,0.944092,0.776808,0.904242,0.905273,0.83068,0.881013,0.709122,0.841639,0.888055,0.839645,0.9201,0.84092,0.846096,0.899509,0.860468,0.851479,0.945595,0.846072,
8552,529,2772,4914,0.858832,0.749304,0.868766,0.912655,0.892904,0.860171,0.795961,0.944452,0.777521,0.90431,0.905976,0.8304,0.880894,0.7086,0.841881,0.888341,0.839693,0.92036,0.841149,0.845662,0.899331,0.860399,0.851242,0.94564,0.846361,
4576,529,2772,4914,0.858827,0.749418,0.868887,0.91292,0.893019,0.860072,0.795754,0.944607,0.776668,0.904461,0.905915,0.830454,0.880836,0.708416,0.842011,0.887953,0.840035,0.920458,0.841157,0.845911,0.899143,0.860385,0.851338,0.945649,0.846393,
2342,529,2772,4914,0.85882,0.748856,0.868108,0.912252,0.892689,0.861055,0.795601,0.945413,0.777376,0.904295,0.906248,0.830187,0.880369,0.709385,0.841985,0.888305,0.838154,0.920282,0.841388,0.84573,0.89944,0.860671,0.851436,0.945779,0.846666,
3362,529,2772,4914,0.858819,0.749482,0.86862,0.912163,0.892905,0.86079,0.795825,0.94503,0.777297,0.904397,0.905772,0.830321,0.880603,0.708904,0.841952,0.888126,0.838672,0.920479,0.841292,0.845632,0.899156,0.860601,0.851531,0.94575,0.846356,
2341,529,2772,4914,0.85881,0.748654,0.867858,0.912311,0.892679,0.861002,0.795452,0.945329,0.777862,0.904349,0.906836,0.830131,0.880268,0.709346,0.841961,0.888095,0.838156,0.920279,0.84148,0.845518,0.899515,0.860694,0.851145,0.94571,0.846811,
297,529,2772,4914,0.858791,0.749935,0.869181,0.912738,0.892788,0.859653,0.796157,0.943916,0.777271,0.904275,0.905807,0.830603,0.880884,0.70907,0.841549,0.887856,0.839596,0.920033,0.840987,0.845885,0.899561,0.860473,0.851157,0.945473,0.84613,
4452,529,2772,4914,0.858789,0.749167,0.868454,0.912597,0.892699,0.860495,0.795922,0.944964,0.776963,0.904235,0.905922,0.830346,0.880664,0.708989,0.842009,0.887978,0.839215,0.920206,0.841111,0.845682,0.899334,0.860555,0.851378,0.94559,0.846465,
6496,529,2772,4914,0.858788,0.749139,0.868546,0.912563,0.892897,0.860508,0.795726,0.944913,0.776931,0.904495,0.906067,0.830176,0.88048,0.708816,0.842054,0.887942,0.839254,0.920428,0.841222,0.845618,0.899189,0.86044,0.851415,0.94566,0.84643,
8545,529,2772,4914,0.858786,0.748958,0.868647,0.912756,0.892798,0.860152,0.795536,0.944602,0.777531,0.904292,0.906502,0.83027,0.880634,0.708666,0.841842,0.888075,0.839356,0.920321,0.841114,0.845733,0.899453,0.860545,0.851043,0.945609,0.846428,
482,529,2772,4914,0.858785,0.749281,0.868807,0.912943,0.892883,0.860027,0.795668,0.94454,0.776614,0.904256,0.905796,0.830468,0.880949,0.708502,0.841826,0.888171,0.839807,0.920221,0.841095,0.846004,0.899275,0.860314,0.85136,0.945655,0.846377,
4396,529,2772,4914,0.858782,0.749464,0.868535,0.91214,0.892798,0.860603,0.79588,0.944987,0.777315,0.904308,0.905827,0.830285,0.880574,0.708983,0.841857,0.888012,0.838694,0.920271,0.841226,0.845562,0.899363,0.860571,0.851382,0.945699,0.846427,
3361,529,2772,4914,0.85878,0.749268,0.868376,0.912185,0.892849,0.860663,0.795623,0.944903,0.777772,0.904412,0.906341,0.830227,0.880512,0.708841,0.841866,0.887913,0.838629,0.920464,0.841331,0.845416,0.899227,0.860582,0.851197,0.945667,0.846447,
3368,529,2772,4914,0.858778,0.749595,0.86846,0.912038,0.892852,0.860662,0.796116,0.944667,0.77766,0.90436,0.905782,0.8303,0.880753,0.708761,0.841898,0.888114,0.839,0.920441,0.841311,0.845209,0.899064,0.860435,0.851355,0.94561,0.846217,
8548,529,2772,4914,0.858773,0.748908,0.868275,0.91268,0.892566,0.860386,0.795896,0.944761,0.777352,0.90414,0.906224,0.830333,0.880746,0.708925,0.841949,0.888233,0.839309,0.920093,0.841079,0.845621,0.899338,0.860601,0.851142,0.945482,0.8465,
4456,529,2772,4914,0.858768,0.749535,0.868924,0.912501,0.892932,0.860156,0.795993,0.944514,0.776908,0.904324,0.905538,0.830363,0.880771,0.708604,0.841866,0.887971,0.839572,0.920364,0.841111,0.845652,0.899273,0.86032,0.851399,0.945631,0.846217,
1504,529,2772,4914,0.858756,0.749415,0.868677,0.912855,0.892936,0.859976,0.795822,0.944263,0.777032,0.904247,0.9057,0.830484,0.881055,0.708207,0.841834,0.888204,0.840041,0.920331,0.841087,0.845632,0.898985,0.86019,0.851249,0.945617,0.846318,
3488,529,2772,4914,0.858755,0.749317,0.868366,0.912421,0.892896,0.860482,0.795795,0.944649,0.777215,0.904447,0.906039,0.830273,0.880727,0.708504,0.841981,0.888045,0.839372,0.920457,0.841257,0.84543,0.898868,0.860426,0.85124,0.945601,0.846321,
481,529,2772,4914,0.858752,0.749051,0.868557,0.912968,0.89286,0.859909,0.795461,0.944422,0.777097,0.904308,0.906327,0.830387,0.880817,0.708427,0.841768,0.888013,0.839765,0.920222,0.841155,0.84581,0.899313,0.860306,0.851071,0.945576,0.846448,
364,529,2772,4914,0.858746,0.749135,0.868251,0.912565,0.892648,0.860308,0.796017,0.944573,0.777369,0.904042,0.905896,0.830365,0.880892,0.70882,0.841733,0.888414,0.839228,0.920015,0.841194,0.845434,0.899384,0.860261,0.851259,0.945595,0.846494,
1324,529,2772,4914,0.858745,0.74954,0.868321,0.912073,0.892746,0.860554,0.796062,0.944668,0.777755,0.904089,0.9057,0.830361,0.880844,0.708785,0.84174,0.888303,0.838762,0.920166,0.841217,0.845286,0.899237,0.860388,0.851307,0.945642,0.846339,
8610,529,2772,4914,0.858743,0.749124,0.868822,0.912606,0.892876,0.860204,0.795542,0.944685,0.776773,0.904318,0.906053,0.830232,0.880655,0.708532,0.841842,0.888054,0.839286,0.920363,0.841063,0.845956,0.899203,0.860609,0.851172,0.945653,0.846217,
10530,529,2772,4914,0.858743,0.748832,0.868492,0.912293,0.892798,0.860712,0.795551,0.945034,0.777033,0.904362,0.906178,0.830009,0.880322,0.70898,0.841965,0.888093,0.838569,0.920433,0.841231,0.845707,0.899252,0.860688,0.851253,0.945705,0.846331,
8546,529,2772,4914,0.85874,0.749116,0.868859,0.912679,0.892763,0.860157,0.79575,0.944576,0.776774,0.904174,0.905834,0.830305,0.880727,0.708688,0.841833,0.888148,0.839369,0.920213,0.840961,0.84587,0.899335,0.860541,0.851261,0.945581,0.846232,
1384,529,2772,4914,0.858725,0.749637,0.8687,0.912441,0.892865,0.860065,0.796148,0.944137,0.777371,0.904116,0.90537,0.830409,0.88104,0.708407,0.841684,0.888237,0.839682,0.920244,0.84108,0.845377,0.899147,0.860171,0.851323,0.945597,0.846165,
428,529,2772,4914,0.858724,0.749229,0.868256,0.91245,0.892728,0.860263,0.795841,0.944573,0.777296,0.904209,0.906045,0.830338,0.880821,0.708673,0.841733,0.888206,0.839211,0.920016,0.841198,0.845551,0.89923,0.860367,0.851151,0.94557,0.846432,
488,529,2772,4914,0.858722,0.749262,0.868642,0.91281,0.892871,0.859856,0.795906,0.944147,0.776921,0.904227,0.905735,0.830413,0.881036,0.708313,0.841783,0.888183,0.840072,0.920184,0.841099,0.845628,0.899145,0.860134,0.851149,0.945536,0.846276,
2466,529,2772,4914,0.858719,0.749061,0.868474,0.91249,0.89273,0.860456,0.795731,0.944851,0.776605,0.904366,0.905955,0.83021,0.880554,0.708842,0.842004,0.887869,0.839212,0.920244,0.841148,0.845779,0.899089,0.860603,0.851271,0.945515,0.846209,
8609,529,2772,4914,0.858717,0.748904,0.868577,0.912649,0.89285,0.860096,0.795344,0.944571,0.777283,0.904375,0.906586,0.830189,0.880516,0.708453,0.84178,0.887859,0.839252,0.920331,0.841131,0.84579,0.899258,0.86059,0.85091,0.945562,0.846356,
4449,529,2772,4914,0.858713,0.749161,0.868771,0.912624,0.892846,0.860133,0.795561,0.944665,0.776828,0.90431,0.906059,0.830215,0.880515,0.708685,0.84183,0.88768,0.839268,0.920314,0.841034,0.845703,0.899389,0.860468,0.851192,0.945615,0.846253,
