flagA,flagB,flagC,flagD,psnrAverage,psnr0,psnr1,psnr2,psnr3,psnr4,psnr5,psnr6,psnr7,psnr8,psnr9,psnr10,psnr11,psnr12,psnr13,psnr14,psnr15,psnr16,psnr17,psnr18,psnr19,psnr20,psnr21,psnr22,psnr23,
2340,8721,480,8216,27.4262,23.8864,29.8719,30.5668,30.206,24.464,25.204,30.2679,21.7211,29.6833,29.4436,26.7626,29.8408,21.6239,26.5665,28.4384,28.2298,30.2466,25.804,26.6078,28.8295,26.104,28.1131,31.2687,24.4784,
2340,8721,480,11150,27.4261,23.8433,29.9604,30.7532,30.3112,24.8753,25.1868,29.8426,21.4069,29.336,29.3855,26.8287,29.6359,21.8978,26.6785,28.302,28.2383,30.2079,26.0431,26.3376,28.6448,26.1345,28.1278,31.4858,24.7626,
2340,8721,480,13934,27.426,23.8571,29.8683,30.5072,30.2079,24.5162,25.2543,29.9788,21.5835,29.4643,29.5589,26.8222,29.6801,21.8737,26.6464,28.4122,28.2716,30.2644,26.0161,26.4048,28.6793,26.2294,28.1694,31.205,24.754,
2340,8721,480,2955,27.4258,23.855,29.9719,30.7745,30.3134,24.8958,25.1746,29.8187,21.3741,29.3077,29.3609,26.8393,29.6161,21.9309,26.6787,28.2837,28.2339,30.2115,26.0715,26.3123,28.6197,26.1373,28.1387,31.4974,24.8026,
2340,8721,480,6587,27.4258,23.854,29.8734,30.5194,30.2088,24.5047,25.2597,29.9958,21.578,29.4373,29.516,26.7959,29.708,21.8702,26.6453,28.4335,28.2751,30.2722,26.0211,26.4104,28.7364,26.204,28.1851,31.2291,24.6858,
2340,8721,480,13723,27.4251,23.8562,29.871,30.4984,30.2046,24.4964,25.2634,30.0084,21.5853,29.4535,29.5517,26.7901,29.7114,21.8675,26.6382,28.4359,28.2708,30.2647,26.0094,26.4163,28.7415,26.2049,28.1754,31.2068,24.68,
2340,8721,480,11674,27.425,23.8724,29.884,30.4855,30.1894,24.4965,25.2733,29.948,21.5853,29.4153,29.5365,26.8085,29.6908,21.9342,26.6365,28.4229,28.2763,30.2746,26.0576,26.3931,28.7279,26.2255,28.1973,31.1398,24.7283,
2340,8721,480,15941,27.425,23.8295,29.867,30.5242,30.2385,24.5387,25.233,30.0161,21.5352,29.4457,29.5407,26.8079,29.6748,21.8883,26.6583,28.4289,28.251,30.2869,26.0359,26.3379,28.6762,26.2205,28.1612,31.234,24.7685,
2340,8721,480,14151,27.4248,23.8552,29.8622,30.4827,30.2119,24.4522,25.248,30.0432,21.6032,29.5055,29.5693,26.806,29.7055,21.8417,26.6355,28.4509,28.2612,30.261,25.9934,26.4062,28.7015,26.2331,28.1593,31.1873,24.7194,
2340,8721,480,10754,27.4245,23.7821,29.8309,30.6613,30.2429,24.5891,25.1446,30.3723,21.6675,29.728,29.4557,26.7418,29.8238,21.4902,26.5913,28.4678,28.1999,30.1808,25.6964,26.6042,28.809,26.0756,28.0121,31.5939,24.4272,
2340,8721,480,14455,27.4242,23.8288,29.9287,30.7664,30.3324,24.8512,25.1732,29.9394,21.4181,29.3853,29.3495,26.8047,29.6778,21.8433,26.6668,28.2917,28.2208,30.2938,25.991,26.3376,28.6679,26.084,28.1332,31.4794,24.7151,
2340,8721,480,4372,27.4238,23.8051,29.8357,30.625,30.2283,24.5427,25.1692,30.3505,21.6714,29.6713,29.4435,26.7374,29.8371,21.5809,26.5883,28.4477,28.2074,30.2707,25.7717,26.55,28.8407,26.0649,28.0798,31.3971,24.456,
2340,8721,480,13924,27.4238,23.8398,29.8779,30.5424,30.2289,24.5761,25.2408,29.9416,21.5203,29.4002,29.5119,26.8232,29.65,21.9302,26.6662,28.3906,28.2618,30.2881,26.0669,26.3321,28.6487,26.2223,28.177,31.2294,24.8051,
2340,8721,480,8607,27.4228,23.8327,29.8758,30.536,30.2304,24.5579,25.2427,29.9845,21.5206,29.4023,29.5172,26.7913,29.6813,21.902,26.6581,28.4179,28.2598,30.2808,26.0454,26.3546,28.7082,26.1983,28.1783,31.2505,24.7215,
2340,8721,480,12832,27.4224,23.7577,29.8311,30.6328,30.245,24.6222,25.1449,30.3763,21.657,29.6989,29.4619,26.7367,29.813,21.5203,26.6069,28.468,28.1892,30.2117,25.7134,26.5601,28.8195,26.0733,28.0179,31.524,24.4568,
2340,8721,480,10685,27.4221,23.8516,29.8662,30.503,30.2092,24.4823,25.2521,30.0164,21.5825,29.4528,29.5305,26.7857,29.716,21.8537,26.6334,28.4403,28.2691,30.2629,26.0029,26.4146,28.7371,26.1998,28.1761,31.2134,24.6798,
2340,8721,480,15767,27.4216,23.8502,29.8576,30.4964,30.2047,24.4756,25.2524,30.0518,21.5918,29.4832,29.556,26.7767,29.7261,21.8308,26.6249,28.4481,28.2643,30.2606,25.9697,26.4307,28.7471,26.1892,28.1587,31.2197,24.6522,
2340,8721,480,12731,27.4216,23.8528,29.8663,30.4963,30.205,24.4719,25.256,30.0154,21.5855,29.4536,29.5395,26.7851,29.7138,21.8556,26.6354,28.4411,28.2694,30.262,26.0046,26.4132,28.7391,26.2017,28.1778,31.2056,24.671,
2340,8721,480,15732,27.4214,23.8702,29.9491,30.7811,30.3078,24.8587,25.1858,29.8431,21.4274,29.3581,29.3312,26.8268,29.6596,21.8687,26.6497,28.2388,28.2335,30.2635,26.01,26.3677,28.651,26.0866,28.1477,31.4474,24.7504,
